company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
MERIDIAN WEALTH LIMITED,16973432,active,ltd,,,2026-01-19,,2026-01-19,[46190, 64991, 66110, 70221],127 Trinity Road London England SW17 7HJ,,,
NAILS ACADEMY BY DANIELA ADOCHITI LTD,16973561,active,ltd,,,2026-01-19,,2026-01-19,[85320, 85590, 96020],21 Worland Road London England E15 4EY,,,
ORDNUNG SOLUTIONS LTD,16974879,active,ltd,,,2026-01-20,,2026-01-20,[81100],47a Wix's Lane London United Kingdom SW4 0AH,,,
LITTLE LEARNERS PLAY PATCH LTD,16974890,active,ltd,,,2026-01-20,,2026-01-20,[85590],20 Wenlock Road London England N1 7GU,,,
BASALT ESTATES LTD,16975176,active,ltd,,,2026-01-20,,2026-01-20,[68209],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
SAKALYS LTD,16975596,active,ltd,,,2026-01-20,,2026-01-20,[74909],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
CC INTERNATIONAL 28 LTD,16975577,active,ltd,,,2026-01-20,,2026-01-20,[71122],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
ADORE MODESTY LTD,16975928,active,ltd,,,2026-01-20,,2026-01-20,[47910],124 City Road London England EC1V 2NX,,,
NANINANI LABS LIMITED,16975919,active,ltd,,,2026-01-20,,2026-01-20,[26400, 58290],Flat 76 Denning Point London England E1 6DJ,,,
JAMES SAMUEL ASSOCIATES LTD,16975920,active,ltd,,,2026-01-20,,2026-01-20,[96090],128 City Road London United Kingdom EC1V 2NX,https://jamessamuel.co.uk/,info@jamessamuel.co.uk,Confirmed
AWB NOTARY LIMITED,16976169,active,ltd,,,2026-01-20,,2026-01-20,[69109],33 Queen Anne Street London England W1G 9HY,,,
SP HUGHES CONSULTING LTD,16951510,active,ltd,,,2026-01-08,,2026-01-08,[62020],167-169 Great Portland Street London United Kingdom W1W 5PF,https://www.sphughes-consulting.com/,,Confirmed
ELVANE CORPORATE SERVICES LIMITED,16975129,active,ltd,,,2026-01-20,,2026-01-20,[82990],27 Old Gloucester St London United Kingdom WC1N 3AX,,,
SIZEQ LTD,16976322,active,ltd,,,2026-01-20,,2026-01-20,[70229],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
DASHCORP LTD,16976416,active,ltd,,,2026-01-20,,2026-01-20,[62012, 62020, 64991, 82990],2nd Floor College House Ruislip, United Kingdom HA4 7AE,,,
SHAYA ESTATES LIMITED,16976517,active,ltd,,,2026-01-20,,2026-01-20,[68100, 68209, 68320],86 Queen Elizabeths Walk London England N16 5UQ,,,
RS LEADERSHIP ADVISORY LTD,16976635,active,ltd,,,2026-01-20,,2026-01-20,[70229],Flat 44 South Grove House London England N6 6LR,,,
LERZ PROPERTY INVESTMENTS LIMITED,16977557,active,ltd,,,2026-01-21,,2026-01-21,[64305, 68100, 68209, 77400],Demsa Accounts London England N8 0RL,,,
NDKUS LTD,16977564,active,ltd,,,2026-01-21,,2026-01-21,[46160, 46420, 47710, 47820],128 City Road London United Kingdom EC1V 2NX,,,
LITTLE VOGUE KIDS LTD,16977556,active,ltd,,,2026-01-21,,2026-01-21,[47910],128 City Road London United Kingdom EC1V 2NX,,,
BUYZEN E COMMERCE LTD,16977593,active,ltd,,,2026-01-21,,2026-01-21,[47910],4 Raven Road, Unit 1c3-1032 London United Kingdom E18 1HB,,,
OAK HEALTH DIGITAL LTD,16977577,active,ltd,,,2026-01-21,,2026-01-21,[62090],48 Bancroft Avenue London England N2 0AS,,,
FLORIANA COMMERCE LTD,16977712,active,ltd,,,2026-01-21,,2026-01-21,[46420],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
KMH ELECTRICAL SOLUTIONS 24/7 LTD,16977717,active,ltd,,,2026-01-21,,2026-01-21,[43210],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
BRANDONVIEW LIMITED,16977708,active,ltd,,,2026-01-21,,2026-01-21,[96090],72 Halliwick Road London England N10 1AB,,,
STERLING PRIME GROUP LIMITED,16977699,active,ltd,,,2026-01-21,,2026-01-21,[68100, 68209],3rd Floor 45 Albemarle Street London England W1S 4JL,,,
AI WORKFORCE LTD,16977702,active,ltd,,,2026-01-21,,2026-01-21,[62012, 62020],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,https://www.aiworkforce.co.uk/,,Confirmed
KETO SURVEY LIMITED,16977802,active,ltd,,,2026-01-21,,2026-01-21,[99999],5th Floor 20 Farringdon St London United Kingdom EC4A 4AB,,,
S4 ADVISORY LIMITED,16977811,active,ltd,,,2026-01-21,,2026-01-21,[70229],31 Quernmore Road London England N4 4QT,,,
BACKZONE LTD,16977805,active,ltd,,,2026-01-21,,2026-01-21,[62012, 73110, 73120],Unit 501 Leroy House London United Kingdom N1 3FY,,,
QUICKKART LTD,16977791,active,ltd,,,2026-01-21,,2026-01-21,[47910],128 City Road London United Kingdom EC1V 2NX,,,
THE SNUGGLE SPACE LTD,16977854,active,ltd,,,2026-01-21,,2026-01-21,[86900],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
THE BEDAZZLED LIFE COMPANY LTD,16977869,active,ltd,,,2026-01-21,,2026-01-21,[47910, 58190, 59112],124-128 City Road London England EC1V 2NX,,,
MINX COLLECTIVE LTD,16977840,active,ltd,,,2026-01-21,,2026-01-21,[74100],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
KINNSELLA ROOFING & BUILDING LTD,16977847,active,ltd,,,2026-01-21,,2026-01-21,[41202, 43910],20 Wenlock Road London England N1 7GU,https://www.kinnsellaroofing.co.uk/,,Confirmed
33 MORAT STREET MANAGEMENT LIMITED,16977974,active,ltd,,,2026-01-21,,2026-01-21,[98000],Flat 1 33 Morat Street London England SW9 0RH,,,
NEON SPRING LTD,16976816,active,ltd,,,2026-01-21,,2026-01-21,[73110],86-90 Paul Street London England EC2A 4NE,,,
NUMAN YOUSAF ENTERPRISES LTD,16978077,active,ltd,,,2026-01-21,,2026-01-21,[47910],128 City Road London United Kingdom EC1V 2NX,,,
BRIGHT HORIZON ADULT SERVICES LTD,16978406,active,ltd,,,2026-01-21,,2026-01-21,[88100],128 City Road London United Kingdom EC1V 2NX,,,
EKAS HOMES LTD,16971524,active,ltd,,,2026-01-19,,2026-01-19,[68100, 68209],39 Landstead Road London England SE18 2LG,,,
SHAREKTE305 LTD,16978510,active,ltd,,,2026-01-21,,2026-01-21,[46900],275 New N Rd #3110 London United Kingdom N1 7AA,,,
FINO FRIENDS LTD,16978646,active,ltd,,,2026-01-21,,2026-01-21,[46900],128 City Road London United Kingdom EC1V 2NX,,,
BUTTERFIELD HEALTH LTD,16978776,active,ltd,,,2026-01-21,,2026-01-21,[72190, 72200, 85590, 86900],64 Allen Road London United Kingdom N16 8RZ,https://butterfieldosteopathy.co.uk/,,Likely
RACKETHIVE LTD,16978869,active,ltd,,,2026-01-21,,2026-01-21,[62012],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
KINGSGATE ROOFING LTD,16978877,active,ltd,,,2026-01-21,,2026-01-21,[43290, 43910],23a The Precinct Waterlooville United Kingdom PO7 7DT,https://kingsgateroofing.uk/,info@kingsgateroofing.co.uk,Confirmed
EASY FIX LIMITED J LTD,16978886,active,ltd,,,2026-01-21,,2026-01-21,[43220],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
SOUTH COAST 2 LTD,16978868,active,ltd,,,2026-01-21,,2026-01-21,[68100],C/O 32 Castlewood Road London England N16 6DW,,,
SOLE & STYLE PRIVATE LIMITED,16978937,active,ltd,,,2026-01-21,,2026-01-21,[46160, 47710, 47820, 47910],128 City Road London United Kingdom EC1V 2NX,,,
UTEL OXFORD LTD,16978951,active,ltd,,,2026-01-21,,2026-01-21,[45112, 45190],300 London Road Oxford England OX3 8DJ,,,
TMT TYRES LTD,16978935,active,ltd,,,2026-01-21,,2026-01-21,[45200],2nd Floor College House Ruislip, United Kingdom HA4 7AE,,,
INNOVATION & ENTERPRISE EXCHANGE FORUM LTD,16979066,active,ltd,,,2026-01-21,,2026-01-21,[82302],10-16 Tiller Road London England E14 8PX,,,
BANTU SAFARI LTD,16979302,active,ltd,,,2026-01-21,,2026-01-21,[79120],167-169 Great Portland Street London England W1W 5PF,,,
AUTOAURALDN LTD,16979313,active,ltd,,,2026-01-21,,2026-01-21,[45320],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
STEADMAN PARTNERS LIMITED,16979324,active,ltd,,,2026-01-21,,2026-01-21,[70229],Flat 27 Chisholm Court London England W6 9BB,,,
BELUGA GRILL LIMITED,16979632,active,ltd,,,2026-01-21,,2026-01-21,[56101],Beluga London United Kingdom W11 3LF,https://www.beluganottinghill.co.uk/,,Confirmed
RESHAPE ME LIMITED,16979922,active,ltd,,,2026-01-22,,2026-01-22,[96020],113 Kingsway London England WC2B 6PP,,,
MAISON 99 LTD,16979915,active,ltd,,,2026-01-22,,2026-01-22,[45112, 45200, 77110],167-169 Great Portland Street London England W1W 5PF,,,
GOODCROFT LTD,16979913,active,ltd,,,2026-01-22,,2026-01-22,[45112],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
AMZ PRO CONSULTANCY LTD,16980006,active,ltd,,,2026-01-22,,2026-01-22,[74902],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
HERITAGE INNS GROUP LTD,16980004,active,ltd,,,2026-01-22,,2026-01-22,[56302],2a Connaught Avenue London United Kingdom E4 7AA,https://www.heritageinnsgroup.co.uk/,,Confirmed
RADON TRADING LTD,16980008,active,ltd,,,2026-01-22,,2026-01-22,[46110],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
KRIHESH LIMITED,16979993,active,ltd,,,2026-01-22,,2026-01-22,[47110],149 Thornsbeach Road London United Kingdom SE6 1HB,,,
HAFEZUL LIMITED,16980148,active,ltd,,,2026-01-22,,2026-01-22,[14190, 47190, 47710, 47910],124 City Road London United Kingdom EC1V 2NX,,,
KLO PROPERTY HOLDINGS LTD,16980147,active,ltd,,,2026-01-22,,2026-01-22,[68209],Monomark House London England WC1N 3AX,,,
POLLYCORE LTD,16980132,active,ltd,,,2026-01-22,,2026-01-22,[62020],483 Green Lanes London England N13 4BS,,,
CB BH LIMITED,16980272,active,ltd,,,2026-01-22,,2026-01-22,[62020, 62090, 63110, 63120],Unit 3, Office A, 1st Floor London England EC3R 8EE,,,
BLUE HORIZON STRATEGIES LTD,16980267,active,ltd,,,2026-01-22,,2026-01-22,[82990],20 Wenlock Road London England N1 7GU,,,
NORTHGATE STRATEGIES LTD,16980263,active,ltd,,,2026-01-22,,2026-01-22,[82990],20 Wenlock Road London England N1 7GU,,,
HAGO LUEGO LIMITED,16980278,active,ltd,,,2026-01-22,,2026-01-22,[47710],Flat 2 45 Heath Street London United Kingdom NW3 6UA,,,
ZENVAH LTD,16980538,active,ltd,,,2026-01-22,,2026-01-22,[47910, 47990, 62020],Office 16879 182-184 High Street North East Ham London United Kingdom E6 2JA,,,
DOAMAKIROLL LTD,16980523,active,ltd,,,2026-01-22,,2026-01-22,[47650],20 Wenlock Road London England N1 7GU,,,
KAIRO COFFEE LTD,16980676,active,ltd,,,2026-01-22,,2026-01-22,[10890],65a Tabor Road London England W6 0BN,,,
BRIDGIT PAY LTD,16980884,active,ltd,,,2026-01-22,,2026-01-22,[62012, 63110, 82990],167-169 Great Portland Street London England W1W 5PF,,,
GLOBAL DIGITAL SOLUTION LTD,16980886,active,ltd,,,2026-01-22,,2026-01-22,[47990, 62012, 73110],88 Clarence Avenue London United Kingdom SW4 8JR,,,
VYBER LTD,16980875,active,ltd,,,2026-01-22,,2026-01-22,[47910, 58210, 62011, 62090],128 City Road London United Kingdom EC1V 2NX,,,
VENSI TRADERS LIMITED,16980878,active,ltd,,,2026-01-22,,2026-01-22,[47910],102 Langland Crescent Stanmore England HA7 1NQ,,,
JULIE'S NUTRITION AND COOKERY COACHING SERVICES LTD,16981157,active,ltd,,,2026-01-22,,2026-01-22,[56290, 86900],20 Wenlock Road London England N1 7GU,,,
EDUCRAFT GLOBAL LTD,16981700,active,ltd,,,2026-01-22,,2026-01-22,[62012, 62020, 74100],167-169 Great Portland Street 5th Floor London United Kingdom W1W 5PF,,,
HARVEY CHARLES CAVALIER PROPERTIES LTD,16982014,active,ltd,,,2026-01-22,,2026-01-22,[68100, 68209, 68320],Apartment 1, 10 Soho Square London United Kingdom W1D 3QD,,,
OAK AND ARBOR LTD,16982017,active,ltd,,,2026-01-22,,2026-01-22,[62020],Unit 327 Stratford Workshops Burford Road London England E15 2SP,,,
MOHAMMED NASR HADI TRADING LIMITED,16982010,active,ltd,,,2026-01-22,,2026-01-22,[46900],2nd Floor College House Ruislip, United Kingdom HA4 7AE,,,
ARCONI LTD,16982238,active,ltd,,,2026-01-22,,2026-01-22,[62090],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
NATHAN TRANSPORTS LIMITED,16982445,active,ltd,,,2026-01-22,,2026-01-22,[49410],61 Westdean Avenue London England SE12 9NJ,,,
YEKNAS LTD,16982695,active,ltd,,,2026-01-23,,2026-01-23,[86900, 96090],5 Brayford Square London England E1 0SG,,,
EVERGREEN SHOPPE LTD,16982700,active,ltd,,,2026-01-23,,2026-01-23,[47910],292842 Office Suite 29a, 3/F 23 Wharf Street London England SE8 3GG,,,
VERVE VARIETY LTD,16982699,active,ltd,,,2026-01-23,,2026-01-23,[47910],292779 Office Suite 29a, 3/F 23 Wharf Street London England SE8 3GG,,,
KEMSE GROUP LTD,16982813,active,ltd,,,2026-01-23,,2026-01-23,[46190, 47750, 47910, 96020],167-169 Great Portland Street London England W1W 5PF,,,
GOLD MARKETING LTD,16982811,active,ltd,,,2026-01-23,,2026-01-23,[62020, 62090, 73110, 82990],167 - 169 Great Portland Street London England W1W 5PF,,,
THE PROPERTY MAINTENANCE CO. (U.K) LTD,16982824,active,ltd,,,2026-01-23,,2026-01-23,[81100],4b Ashbridge Street London England NW8 8DQ,,,
JADEBURY LIMITED,16982800,active,ltd,,,2026-01-23,,2026-01-23,[96090],72 Halliwick Road London England N10 1AB,,,
GUYCOMM LIMITED,16982816,active,ltd,,,2026-01-23,,2026-01-23,[96090],72 Halliwick Road London England N10 1AB,,,
ZARAPHINE LTD,16983082,active,ltd,,,2026-01-23,,2026-01-23,[47190],Zaraphine Ltd London United Kingdom NW10 6EU,,,
YET GLOBAL LIMITED,16983354,active,ltd,,,2026-01-23,,2026-01-23,[47910],Suite 10429 5 Brayford Square London United Kingdom E1 0SG,,,
DAINTY DELUXE LIMITED,16983583,active,ltd,,,2026-01-23,,2026-01-23,[32990, 47910],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
BARON GROUP LIMITED,16983616,active,ltd,,,2026-01-23,,2026-01-23,[62012, 73110, 79909, 90010],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
STOCKME LTD,16983620,active,ltd,,,2026-01-23,,2026-01-23,[82990],167-169 Great Portland Street London England W1W 5PF,,,
THE METAL COMPANY (BS ) LIMITED,16983627,active,ltd,,,2026-01-23,,2026-01-23,[43999, 82990],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
GAETLIN LTD,16983618,active,ltd,,,2026-01-23,,2026-01-23,[64205, 64209, 82990],Carlyle House 235-237 Vauxhall Bridge Road London United Kingdom SW1V 1EJ,,,
DIGITAL MARKETING ONLINE LTD,16983621,active,ltd,,,2026-01-23,,2026-01-23,[62090, 73110],340 West End Lane London England NW6 1LN,,,
LOCUM HEALTH SOLUTIONS LTD,16983787,active,ltd,,,2026-01-23,,2026-01-23,[86900],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
REGULAAI PARTNERS LTD,16983804,active,ltd,,,2026-01-23,,2026-01-23,[85590],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
THELYKKA LTD,16983965,active,ltd,,,2026-01-23,,2026-01-23,[47990],Office 16595 182-184 High Street North London United Kingdom E6 2JA,,,
TLC EDUCATION LTD,16984157,active,ltd,,,2026-01-23,,2026-01-23,[85590],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
RE-CESS - REDEFINING PROCESS LTD,16984336,active,ltd,,,2026-01-23,,2026-01-23,[70229],7 Peloton Avenue London United Kingdom E20 1HB,https://www.re-cess.co.uk/,,Confirmed
ARISE GTM LTD,16984751,active,ltd,,,2026-01-23,,2026-01-23,[70229],14 East Bay Lane London United Kingdom E15 2GW,https://arisegtm.com/,enquiries@arisegtm.com,Confirmed
PULSAR DIAMOND LAPIDARY LTD,16984746,active,ltd,,,2026-01-23,,2026-01-23,[25730, 28990, 46690, 47910],5 Brayford Square London United Kingdom E1 0SG,,,
ATLAS DEMAND LTD,16984769,active,ltd,,,2026-01-23,,2026-01-23,[70229, 73110],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
QUANTUMQUILL FINANCE LTD,16984775,active,ltd,,,2026-01-23,,2026-01-23,[99999],167-169 Great Portland Street London England W1W 5PF,,,
ASHTON LIMITED,16985058,active,ltd,,,2026-01-24,,2026-01-24,[70229, 72190, 74909],12 New Concordia Wharf London England SE1 2BB,,,
JAY SHILLINGFORD CONSTRUCTION AND LANDSCAPING LTD,16985128,active,ltd,,,2026-01-24,,2026-01-24,[41202, 81300],97 Judd Street London England WC1H 9JG,,,
TACO JUNCTION LTD,16985285,active,ltd,,,2026-01-24,,2026-01-24,[56103],167-169 Great Portland Street London England W1W 5PF,,,
LONE WOLF CONSTRUCTION LTD,16985275,active,ltd,,,2026-01-24,,2026-01-24,[43290],5 Butlers Drive London England E4 7RL,,,
JAREL & CO LTD,16985341,active,ltd,,,2026-01-24,,2026-01-24,[85510],1a Balfour Road London England SE25 5JX,,,
GENERAL ARTIFICIAL INTELLIGENCE SOLUTIONS LTD,16985343,active,ltd,,,2026-01-24,,2026-01-24,[62012],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
QED TECHNOLOGY LTD,16985538,active,ltd,,,2026-01-25,,2026-01-25,[71122],17 Beverley Court London England SE4 1UN,,,
Q AFRICA LTD,16970349,active,ltd,,,2026-01-18,,2026-01-18,[70229, 73110, 73120, 74100],124 City Road London England EC1V 2NX,,,
WILLOWS AND WOOD PUBLISHING LTD,16985590,active,ltd,,,2026-01-25,,2026-01-25,[58110, 58190],5 Brayford Square London United Kingdom E1 0SG,https://willowsandwood.co.uk,,Confirmed
THELONDONHOUNDS LTD,16985588,active,ltd,,,2026-01-25,,2026-01-25,[96090],167-169 Great Portland Street London England W1W 5PF,https://www.thelondonhounds.com,thelondonhoundsltd@gmail.com,Confirmed
FOSLAMOL LIMITED,16985694,active,ltd,,,2026-01-25,,2026-01-25,[47910],292780 Office Suite 29a, 3/F 23 Wharf Street London England SE8 3GG,,,
SJ & GRACE LTD,16985989,active,ltd,,,2026-01-25,,2026-01-25,[70229, 80100],19 Clissold Road London England N16 9EX,,,
JEWHARA MART LIMITED,16985999,active,ltd,,,2026-01-25,,2026-01-25,[47910],Flat 41 Athelstan House London England E9 5PH,,,
SIBIDI AI LTD,16986135,active,ltd,,,2026-01-26,,2026-01-26,[59112, 62090, 74201],128 City Road London United Kingdom EC1V 2NX,,,
THE EMPOWERMENT AWARDS LTD,16986137,active,ltd,,,2026-01-26,,2026-01-26,[56210, 82301],15 Bury Hall Villas London United Kingdom N9 9LF,,,
RENEWALRHYTHMS LTD,16986122,active,ltd,,,2026-01-26,,2026-01-26,[99999],167-169 Great Portland Street London England W1W 5PF,,,
CARTELIX LIMITED,16986492,active,ltd,,,2026-01-26,,2026-01-26,[47710],354 Central Park Road London England E6 3AD,,,
HIGHPOINT RENTALS LTD,16986502,active,ltd,,,2026-01-26,,2026-01-26,[68100, 68209, 68320],20 Wenlock Road London England N1 7GU,,,
LOKD PROPERTY INVESTMENTS LIMITED,16986484,active,ltd,,,2026-01-26,,2026-01-26,[68100, 68209],167-169 Great Portland Street London United Kingdom W1W 5PF,,,
SHAREKTE347 LTD,16986488,active,ltd,,,2026-01-26,,2026-01-26,[46900],275 New N Rd #3110 London United Kingdom N1 7AA,,,
SIMPLE SYMMETRY TRADING UK LTD,16986651,active,ltd,,,2026-01-26,,2026-01-26,[47910],124 City Road London United Kingdom EC1V 2NX,,,
NICK BOOTH CREATIVE LTD,16986652,active,ltd,,,2026-01-26,,2026-01-26,[74100],16 Barnard Hill London England N10 2HB,,,
MATRIX ENTERPRISE LIMITED,16986671,active,ltd,,,2026-01-26,,2026-01-26,[78109, 78200],71-75 Shelton Street London England WC2H 9JQ,,,
WARDOUR STREET COFFEE SHOP LTD,16987077,active,ltd,,,2026-01-26,,2026-01-26,[56101, 56290],20 Wenlock Road London England N1 7GU,,,
ALLISON TRANSPORT LTD,16987085,active,ltd,,,2026-01-26,,2026-01-26,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
BROOKFIELD COLLEGE LIMITED,16987069,active,ltd,,,2026-01-26,,2026-01-26,[85320, 85410, 85590],Brookfield College 3 Upperwalthamstow Road London United Kingdom E17 3QG,,,
TECHTIDE GLOBAL RECRUITMENT LTD,16987091,active,ltd,,,2026-01-26,,2026-01-26,[70229, 78200, 78300, 82990],Flat 31 Bracken House London England E3 3RG,,,
ESYL PLATFORM LTD,16972180,active,ltd,,,2026-01-19,,2026-01-19,[62090, 85590],Flat 1 Abbey Lodge London England NW8 7RJ,,,
CHELSEA CREEK PROPERTY LTD,16972181,active,ltd,,,2026-01-19,,2026-01-19,[68100, 68201, 68209, 68320],167-169 Great Portland Street London United Kingdom W1W 5PF,,,
BUDGET TAXIS LTD,16972395,active,ltd,,,2026-01-19,,2026-01-19,[49320],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
SISUBLOOM ORGANISATION LTD,16972385,active,ltd,,,2026-01-19,,2026-01-19,[85590],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
WE-INSTALL LTD,16972404,active,ltd,,,2026-01-19,,2026-01-19,[62090],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
RULESPARK LTD,16972422,active,ltd,,,2026-01-19,,2026-01-19,[70210, 71129],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
TIMELESS BY PRIYA LTD,16972424,active,ltd,,,2026-01-19,,2026-01-19,[47910],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
SUNNAH WATER LTD,16972413,active,ltd,,,2026-01-19,,2026-01-19,[47250, 47910],Office 16652 182-184 High Street North London United Kingdom E6 2JA,,,
NEXERUS LTD,16972396,active,ltd,,,2026-01-19,,2026-01-19,[62012, 62090],4th Floor Office London England W1B 4HB,,,
MO MOVES LTD,16972760,active,ltd,,,2026-01-19,,2026-01-19,[49420],142 Riddons Road London United Kingdom SE12 9QY,,,
SHUJI LUMI LTD,16973234,active,ltd,,,2026-01-19,,2026-01-19,[47910],5 Brayford Square London England E1 0SG,,,
VESTRA CAPITAL LTD,16973237,active,ltd,,,2026-01-19,,2026-01-19,[64922],No.1 Royal Exchange London United Kingdom EC3V 3DG,https://vestracapital.co.uk,info@vestracapital.co.uk,Confirmed
WBSL LTD,16973620,active,ltd,,,2026-01-19,,2026-01-19,[49410],14a Lime Grove London England W12 8EA,,,
